moduleCode,moduleName,examCode,examLink,year
FR3037,RESUME HT ERASMUS,FR3037-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR3037-2.PDF,2018
FR4009,FRENCH REPORT WRITING,FR4009-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4009-1.PDF,2018
FR4015,TRANSLATION / RESUME (ES MAJOR),FR4015-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4015-1.PDF,2018
FR4019,ESSAY EXAM FOR ES MAJOR,FR4019-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4019-1.PDF,2018
FR4032,RESUME,FR4032-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4032-2.PDF,2018
FR4034,ESSAY,FR4034-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4034-2.PDF,2018
FR4037,COUNTER-REVOLUTION,FR4037-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4037-1.PDF,2018
FR4041,FRENCH LANGUAGE FOR ES MINOR,FR4041-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4041-1.PDF,2018
FR4043,LANGUAGE & SOCIETY IN THE FRENCH-SPEAKING WORLD,FR4043-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4043-1.PDF,2018
FR4048,FRENCH CINEMA: PERSPECTIVES,FR4048-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4048-1.PDF,2018
FR4050,BSL FRENCH WRITTEN LANGUAGE - TRANSLATION,FR4050-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4050-4.PDF,2018
FR4050,BSL FRENCH WRITTEN LANGUAGE - ESSAY,FR4050-5,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4050-5.PDF,2018
FR4059,TRANSLATION SKILLS FOR CSL,FR4059-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4059-1.PDF,2018
FR4061,ESSAY EXAM FOR CSL,FR4061-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4061-1.PDF,2018
FR4062,MADNESS AND LITERATURE,FR4062-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/FR/FR4062-1.PDF,2018
GE3M07,BACTERIAL MOLECULAR BIOLOGY & GENETICS,X-MI3M04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-MI3M04-1.PDF,2018
GE3M09,EUKARYOTIC MOLECULAR GENETICS,GE3M09-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE3M09-1.PDF,2018
GE3M11,GENOMICS,GE3M11-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE3M11-1.PDF,2018
GE3M13,NEUROGENETICS AND DROSOPHILA,GE3M13-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE3M13-1.PDF,2018
GE3M15,MEDICAL GENETICS,GE3M15-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE3M15-1.PDF,2018
GE3M17,EVOLUTIONARY GENETICS,GE3M17-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE3M17-1.PDF,2018
GE4015,GENETICS PAPER 4,GE4015-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4015-1.PDF,2018
GE4016,GENETICS PAPER 5,GE4016-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4016-1.PDF,2018
GE4060,SENIOR SOPHISTER NEUROSCIENCES PAPER 2,X-GE4060-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-GE4060-1.PDF,2018
GE4110,GENETICS PAPER 1,GE4110-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4110-1.PDF,2018
GE4120,GENETICS PAPER 2,GE4120-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4120-1.PDF,2018
GE4130,GENETICS PAPER 3,GE4130-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4130-1.PDF,2018
GE4210,HUMAN GENETICS PAPER 1,GE4210-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4210-1.PDF,2018
GE4215,HUMAN GENETICS PAPER 4,GE4215-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4215-1.PDF,2018
GE4216,HUMAN GENETICS PAPER 5,GE4216-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4216-1.PDF,2018
GE4220,HUMAN GENETICS PAPER 2,GE4220-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4220-1.PDF,2018
GE4230,HUMAN GENETICS PAPER 3,GE4230-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GE/GE4230-1.PDF,2018
GG2025,HUMAN GEOGRAPHY - CHANGING WORLDS,GG2025-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG2025-1.PDF,2018
GG3015,GLOBALISATION,GG3015-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3015-1.PDF,2018
GG3030,ENVIRONMENTAL GOVERNANCE 1,GG3030-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3030-1.PDF,2018
GG3037,URBAN ECONOMIC STRUCTURE AND REGENERATION,GG3037-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3037-2.PDF,2018
GG3039,EXPLORING THE SUSTAINABLE CITY,GG3039-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3039-1.PDF,2018
GG3056,HISTORY AND PHILOSOPHY OF GEOGRAPHY,GG3056-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3056-1.PDF,2018
GG3475,GLACIAL GEOMORPHOLOGY,GG3475-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3475-1.PDF,2018
GG3477,HUMAN ORIGINS,GG3477-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG3477-1,2018
GG4036,GLOBALISATION AND AFRICAN DEVELOPMENT,GG4036-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG4036-2.PDF,2018
GG4061,UNDERSTANDING ENVIRONMENTAL CHANGE,GG4061-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG4061-2.PDF,2018
GG4064,GLOBALISATION AND AFRICAN DEVELOPMENT,GG4064-1,,2018
GG4066,HISTORICAL GEOGRAPHY 1,GG4066-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG4066-1.PDF,2018
GG4067,HISTORICAL GEOGRAPHY 2,GG4067-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG4067-1.PDF,2018
GG4069,URBAN GEOGRAPHY: CITIES SPACE AND CULTURE,GG4069-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GG/GG4069-1.PDF,2018
GL1101,JUNIOR FRESHMAN GEOLOGY,GL1101-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL1101-1.PDF,2018
GL2205,DYNAMIC EARTH 1: ROCKS AN,GL2205-2,,2018
GL2205,DYNAMIC EARTH 1: ROCKS AND EVOLUTION,GL2205-3,,2018
GL2206,DYNAMIC EARTH 2: STRUCTURE AND MICROSCOPY,GL2206-2,,2018
GL2206,DYNAMIC EARTH 2: STRUCTURE AND MICROSCOPY,GL2206-3,,2018
GL3326,SEDIMENTOLOGY,GL3326-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL3326-2.PDF,2018
GL3326,SEDIMENTOLOGY,GL3326-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL3326-3.PDF,2018
GL3328,STRUCTURAL GEOLOGY,GL3328-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL3328-2.PDF,2018
GL3334,INTRODUCTION TO GEOCHEMISTRY,GL3334-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL3334-2.PDF,2018
GL3335,STRATIGRAPHY AND THE GEOLOGY OF IRELAND,GL3335-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL3335-2.PDF,2018
GL3336,MICROSCOPY AND CRYSTALLINE ROCKS,GL3336-2,,2018
GL3423,HYDROLOGY AND WATER QUALITY,GL3423-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL3423-1.PDF,2018
GL4402,FIELDWORK,GL4402-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4402-2.PDF,2018
GL4404,GEOLOGICAL LITERATURE AND SEMINARS,GL4404-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4404-1.PDF,2018
GL4406,GLOBAL IGNEOUS ACTIVITY,GL4406-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4406-2.PDF,2018
GL4414,PETROLEUM GEOLOGY AND EXPLORATION,GL4414-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4414-2.PDF,2018
GL4416,PLANET FORMATION AND THE EARLY EARTH,GL4416-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4416-2.PDF,2018
GL4419,ECONOMIC GEOLOGY,GL4419-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4419-2.PDF,2018
GL4422,ANALYSIS IN GEOLOGICAL EARTH & ENVIROMENTAL,GL4422-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4422-2.PDF,2018
GL4424,MICROPALAEONTOLOGY & EVOLUTION,GL4424-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4424-2.PDF,2018
GL4427,ISOTOPE GEOCHEMISTRY AND GEOCHRONOLOGY,GL4427-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GL/GL4427-2.PDF,2018
GR1000,GERMAN LANGUAGE 1,GR1000-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR1000-2.PDF,2018
GR1004,BESS GERMAN 1,GR1004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR1004-1.PDF,2018
GR1010,GERMAN AREA STUDIES,GR1010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR1010-1.PDF,2018
GR1012,TEXTUAL ANALYSIS,GR1012-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR1012-1.PDF,2018
GR1017,GERMAN LANGUAGE 1(VS),GR1017-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR1017-1.PDF,2018
GR1018,GERMAN BUSINESS STUDIES 1,GR1018-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR1018-1.PDF,2018
GR2000,GERMAN LANGUAGE 2,GR2000-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR2000-2.PDF,2018
GR2004,BESS GERMAN 2,GR2004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR2004-1.PDF,2018
GR2012,CULTURAL HISTORY,GR2012-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR2012-1.PDF,2018
GR2019,GERMAN BUSINESS STUDIES 2,GR2019-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR2019-1.PDF,2018
GR2023,GERMAN LITERARY HISTORY 1,GR2023-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR2023-1.PDF,2018
GR3012,GERMAN LITERARY HISTORY 2,GR3012-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR3012-2.PDF,2018
GR3402,GERMAN LANGUAGE 3,GR3402-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR3402-1.PDF,2018
GR4001,GERMAN LANGUAGE 4,GR4001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR4001-1.PDF,2018
GR4010,GERMAN TRANSLATION,GR4010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/GR/GR4010-1.PDF,2018
HA1010,INTRODUCTION TO EUROPEAN ART AND    ARCHITECTURE I,HA1010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA1010-1.PDF,2018
HA1011,INTRODUCTION TO EUROPEAN ART AND ARCHITECTURE II,HA1011-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA1011-1.PDF,2018
HA1050,INTRODUCTION TO EUROPEAN PAINTING - GENERAL PAPER,HA1050-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA1050-1.PDF,2018
HA1050,INTRO TO EUROPEAN PAINTING - SPECIAL SUBJECTS,HA1050-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA1050-2.PDF,2018
HA2347,PAINTING AND SCULPTURE IN THE ITALIAN RENAISSANCE,HA2347-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA2347-2.PDF,2018
HA2349,ARCHITECTURE IN THE 19TH AND 20TH CENTURIES,HA2349-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA2349-2.PDF,2018
HA234A,ART IN FRANCE 1850-1900,HA234A-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA234A-2.PDF,2018
HA4007,IRISH MODERN AND CONTEMPORARY ART,HA4007-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4007-2.PDF,2018
HA4007,IRISH MODERN AND CONTEMPORARY ART,HA4007-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4007-3.PDF,2018
HA4014,ART & ARCHIT. IN LATE MEDIEVAL IRE. - ESSAY PAPER,HA4014-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4014-2.PDF,2018
HA4014,ART &  ARCH. IN LATE MEDIEVAL    IRE. - PHOTO PAPER,HA4014-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4014-3.PDF,2018
HA4015,STUDIES IN ARCHITECTURE AND ORNAMENT,HA4015-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4015-2.PDF,2018
HA4015,STUDIES IN ARCHITECTURE AND ORNAMENT,HA4015-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4015-3.PDF,2018
HA4324,ANTIQUITY AND INNOVATION IN EARLY MEDIEVAL ART,HA4324-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4324-2.PDF,2018
HA4328,POST-MODERN AND CONTEMPORARY ART,HA4328-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HA/HA4328-2.PDF,2018
HE1016,INTRODUCTION TO THEOLOGY (HE1016/HE1017),X-HE1016-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE1016-1.PDF,2018
HE1017,INTRODUCTION TO THEOLOGY (HE1016/HE1017),X-HE1016-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE1016-1.PDF,2018
HE1101,INTRODUCTION TO WORLD RELIGIONS (HE1101/HE1111),X-HE1111-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE1111-1.PDF,2018
HE1103,INTRODUCTION TO THE NEW TESTAMENT AND EARLY CHRIST,HE1103-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE1103-1.PDF,2018
HE1107,RELIGIONS IN HISTORY,X-HE1107-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE1107-1.PDF,2018
HE1111,INTRODUCTION TO WORLD RELIGIONS (HE1101/HE1111),X-HE1111-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE1111-1.PDF,2018
HE1112,RELIGIONS IN HISTORY,X-HE1107-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE1107-1.PDF,2018
HE2313,NEW TESTAMENT,X-HE2313-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2313-1.PDF,2018
HE2314,NEW TESTAMENT,X-HE2313-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2313-1.PDF,2018
HE2315,SYSTEMATIC THEOLOGY,X-HE2315-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2315-1.PDF,2018
HE2316,SYSTEMATIC THEOLOGY,X-HE2315-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2315-1.PDF,2018
HE2318,THEOLOGICAL ETHICS,X-HE2317-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2317-1.PDF,2018
HE2325,NEW TESTAMENT & EARLY CHRISTIANITY (HE2325/HE2326),X-HE2325-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2325-1.PDF,2018
HE2354,STUDY OF RELIGION,X-HE2355-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2355-1.PDF,2018
HE2355,STUDY OF RELIGION,X-HE2355-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2355-1.PDF,2018
HE2356,WORLD RELIGIONS,X-HE2322-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2322-1.PDF,2018
HE3201,GREAT CONTROVERSIES IN THE HISTORIES OF MONOTHEISM,HE3201-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE3201-1.PDF,2018
HE3202,THEOLOGICAL ETHICS,X-HE2317-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2317-1.PDF,2018
HE3203,WORLD RELIGIONS,X-HE2322-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-HE2322-1.PDF,2018
HE4040,THEOLOGICAL ETHICS AND ECOLOGY,HE4040-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4040-1.PDF,2018
HE4042,SECTS AND SAGES: THE DEAD SEA SCROLLS AND THE NEW,HE4042-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4042-1.PDF,2018
HE4044,THE SENSORY SACRED: AESTHETIC AND MATERIAL APPROAC,HE4044-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4044-1.PDF,2018
HE4047,FRIENDSHIP IN THE NEW TESTAMENT AND EARLY CHRISTAN,HE4047-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4047-1.PDF,2018
HE4048,RELIGIONS GENDER AND HUMAN RIGHTS,HE4048-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4048-1.PDF,2018
HE4049,ISLAMIC POLITICAL ETHICS FROM THE CLASSICAL TO THE,HE4049-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4049-1.PDF,2018
HE4907,ETHICS AND POLITICS,HE4907-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HE/HE4907-1.PDF,2018
HH3000,ANCIENT & MEDIEVAL ROME,HH3000-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HH/HH3000-2.PDF,2018
HI1102,INTERPRETING HISTORY,HI1102-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1102-1.PDF,2018
HI1208,AMERICAN HISTORY: A SURVEY,HI1208-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1208-1.PDF,2018
HI1215,EUROPE 1215-1517,HI1215-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1215-1.PDF,2018
HI1216,KINGSHIP AND WARFARE: IRELAND c.1000-c.1318,HI1216-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1216-1.PDF,2018
HI1217,EARLY CHRISTIAN IRELAND c.400-1000,HI1217-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1217-1.PDF,2018
HI1218,IRELAND 1534-1815: A SURVEY,HI1218-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1218-1.PDF,2018
HI1219,POPES KINGS AND CRUSADERS: THE RISE OF PAPAL POWE,HI1219-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1219-1.PDF,2018
HI1220,EUROPE 1500-1800: POWER AND CULTURE,HI1220-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI1220-1.PDF,2018
HI2127,THE HUNDRED YEARS WAR,HI2127-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI2127-1.PDF,2018
HI2133,IMPERIALISM TO GLOBALISM: EUROPE AND THE WORLD 186,HI2133-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI2133-1.PDF,2018
HI2134,LIFE IN MODERN IRELAND,HI2134-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI2134-1.PDF,2018
HI2135,CONTINENTAL EUROPE SINCE 1918,HI2135-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI2135-1.PDF,2018
HI3404,REVOLUTIONARY BRITAIN 1678-1715 PAPER 1,HI3404-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3404-1.PDF,2018
HI3404,REVOLUTIONARY BRITAIN 1678-1715 PAPER 2,HI3404-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3404-2.PDF,2018
HI3431,AMERICAN POLITICS AND CULTURE PAPER 1,HI3431-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3431-1.PDF,2018
HI3431,AMERICAN POLITICS AND CULTURE    PAPER 2,HI3431-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3431-2.PDF,2018
HI3436,H1: EUROPE REFORMED 1540-1600 PAPER 1,HI3436-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3436-1.PDF,2018
HI3436,H1: EUROPE REFORMED 1540-1600 PAPER 2,HI3436-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3436-2.PDF,2018
HI3470,IRELAND BRITAIN AND AMERICA 1948-1988 PAPER 1,HI3470-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3470-1.PDF,2018
HI3470,IRELAND BRITAIN AND AMERICA 1948-1988 PAPER 2,HI3470-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3470-2.PDF,2018
HI3497,FROM KINGDOM TO COLONY: PAPER 1,HI3497-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3497-1.PDF,2018
HI3497,FROM KINGDOM TO COLONY: PAPER 2,HI3497-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI3497-2.PDF,2018
HI4306,H3: BRITAIN THE NEAR EAST AND THE 2ND WORLD WAR,HI4306-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4306-1.PDF,2018
HI4315,H3: THE FIRST WORLD WAR IN GERMANY    AND ITALY 191,HI4315-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4315-1.PDF,2018
HI4316,H3: POPULAR CULTURE IN 20TH CENTURY IRELAND,HI4316-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4316-1.PDF,2018
HI4322,RACE AND ETHNICITY IN AMERICAN SOCIAL THOUGHT,HI4322-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4322-1.PDF,2018
HI4338,H3: MEDIEVAL GLOBETROTTERS,HI4338-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4338-1.PDF,2018
HI4341,H3: HISTORY WRITING IN BRITAIN AND IRELAND,HI4341-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4341-1.PDF,2018
HI4343,H3: NAPOLEAN'S EMPIRE,HI4343-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4343-1.PDF,2018
HI4347,H3: KINGS AND SAINTS IN EARLY CHRISTIAN IRELAND,HI4347-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4347-1.PDF,2018
HI4348,H3: HISTORIES OF TRANSYLVANIA: BLOOD AND SOIL,HI4348-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4348-1.PDF,2018
HI4355,H3: SOVIET ENVIRONMENTAL HISTORY,HI4355-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4355-1.PDF,2018
HI4356,H3: WRITING THE ENLIGHTENMENT:CULTURAL CHANGE IN E,HI4356-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4356-1.PDF,2018
HI4358,H3: IRELAND AND THE GREAT WAR,HI4358-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4358-1.PDF,2018
HI4359,H3: IRISH AND JEWISH IDENTITIES,HI4359-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4359-1.PDF,2018
HI4360,H3: CONQUEST AND COLONISATION IN NORTH AMERICA 150,HI4360-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4360-1.PDF,2018
HI4361,H3: ATLANTIC ISLAND: 18TH CENTURY IRELAND IN OCEAN,HI4361-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4361-1.PDF,2018
HI4364,H3: WORLDS OF DISSENT,HI4364-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4364-1.PDF,2018
HI4390,H1: RESOURCE USE AND PROTECTING NATURE IN THE MODE,HI4390-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4390-1.PDF,2018
HI4390,H1: RESOURCE USE AND PROTECTING NATURE IN THE MODE,HI4390-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/HI/HI4390-2.PDF,2018
